Id,Name,Type,Brand,Categories,Tags,Contexts,Rating,Reviews,Lat,Lng,Address,Address Object,Timezone,Modes,Price/day,Description,Small Image,Medium Image,Images
897912,Riu Jalisco - All Inclusive,lodging,RIU Resorts,,"Near Ocean,Near Mountain,Spa,Swimming,Children'S Pool,Air Conditioning,All Inclusive,Dry Cleaning Service,Outdoor Pool,English,On-Site Salon,Local Art,Minibar,Windsurfing Nearby,Parasailing Nearby,Riu Resorts,Spanish,Sailing,Multilingual Staff,Babysitting Services,Watersports Nearby,Laundry Facilities,All Inclusive Resort,Eco Friendly Toiletries,Vegetarian Options,Designated Smoking Areas,Shower,Pool/Beach Furniture,Spa/Massage,Sauna,Private Bathroom,Balcony/Patio,Shopping,Blackout Curtains,Watersports,Riu Hotels,Nightclub,3.5 Star Hotel,Eco Friendly,Elevator,Free Bottled Water,Hair Dryer,On-Site Restaurant,Safe At Front Desk,Iron And Ironing Board,24-Hour Front Desk,Game Room,Tour And Ticket Assistance,Vegan Options,Housekeeping,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Free Parking,Humane,Limo Service,Garden,Wheelchair-Accessible Parking,Luggage Storage,Playground,Wheelchair-Accessible Spa,Local Tours And Activities,Snorkeling Nearby,Wedding Services,Billiards Or Pool Table,On-Site Atm,Fitness Center,Childcare,Beach,Gift Shop,Volleyball",,7.8,1188,20.734324,-105.31253,"Av. De los Cocoteros, sn-Lote K,Nuevo Vallarta,Nayarit,Mexico","{""street1"":""Av. De los Cocoteros, sn-Lote K"",""city"":""Nuevo Vallarta"",""state"":""Nayarit"",""country"":""Mexico"",""postalcode"":""63732""}",,TUI_MUSEMENT,,"Beachfront, with full-service spa<br>Catch some rays at the beach or spend the day relaxing at Riu Jalisco - All Inclusive's full-service spa. Then enjoy a meal at one of the property's 5 restaurants. <br>Housekeeping is available on request. <br>Riu Jalisco - All Inclusive offers 700 accommodations with minibars and safes. Rooms open to balconies. Satellite television is provided. <p>Bathrooms include showers and hair dryers. Guests can surf the web using the complimentary wireless Internet access. Additionally, rooms include complimentary bottled water and ceiling fans. Irons/ironing boards and change of towels can be requested. Housekeeping is provided daily.  </p><br>2 outdoor swimming pools are on site along with a children's pool. Other recreational amenities include a health club and a sauna.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/1000000/900000/898000/897912/81e4b538.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/1000000/900000/898000/897912/81e4b538.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/1000000/900000/898000/897912/81e4b538.jpg?impolicy=ccrop&w=1000&h=666&q=medium
899422,Roomo Bela Cintra,lodging,Atlantica Hotels (Brazil),,"Near Ocean,Near Rainforest,Room Service,Smoke Free Property,English,3 Star Hotel,Spanish,Atlantica Hotels (Brazil),Grocery/Convenience Store,Microwave,Parking Height Restrictions,Laundry Facilities,No Service Animals Allowed,Portuguese,Apartment,Blackout Curtains,Elevator,Tv,Metro Station Nearby,Housekeeping,Free Wifi,Garden,Fitness Center",,8,1020,-23.553798,-46.657017,"Rua Bela Cintra, 521,São Paulo,São Paulo,Brazil","{""street1"":""Rua Bela Cintra, 521"",""city"":""São Paulo"",""state"":""São Paulo"",""country"":""Brazil"",""postalcode"":""01415-0000""}",,TUI_MUSEMENT,44.53,"<p>While you're here, you can enjoy all the comforts of home and more, including free WiFi and an LCD TV, as well as a garden and climate control. Other amenities include laundry facilities, towels, housekeeping, and a safe. </p>",https://images.trvl-media.com/lodging/1000000/900000/899500/899422/32f27eae.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/1000000/900000/899500/899422/32f27eae.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/1000000/900000/899500/899422/32f27eae.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1087292,Riu Cancun - All Inclusive,lodging,RIU Resorts,,"Near Ocean,Near Rainforest,Air Conditioning,All Inclusive,Golf,Dry Cleaning Service,Free Breakfast,Outdoor Pool,English,On-Site Salon,Grill,Minibar,Parasailing Nearby,Riu Resorts,Spanish,Wheelchairs Available,Grocery/Convenience Store,Connected Rooms,Babysitting Services,All Inclusive Resort,Eco Friendly Toiletries,Vegetarian Options,Designated Smoking Areas,Shower,Pool/Beach Furniture,Spa/Massage,No Service Animals Allowed,Private Bathroom,Balcony/Patio,Shopping,Blackout Curtains,Watersports,Riu Hotels,Nightclub,Scuba Diving Nearby,3.5 Star Hotel,Eco Friendly,Elevator,Free Bottled Water,Hair Dryer,On-Site Restaurant,Iron And Ironing Board,24-Hour Front Desk,Tour And Ticket Assistance,Vegan Options,Housekeeping,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Free Parking,Business Center,Limo Service,Humane,Wheelchair-Accessible Parking,Garden,Luggage Storage,Local Tours And Activities,Snorkeling Nearby,Wedding Services,Billiards Or Pool Table,On-Site Atm,Fitness Center,Beach,Gift Shop,Volleyball,Spa,Swimming",,8,3103,21.13694,-86.748405,"Blvd. Kukulcan Km 8.5,Cancun,QROO,Mexico","{""street1"":""Blvd. Kukulcan Km 8.5"",""city"":""Cancun"",""state"":""QROO"",""country"":""Mexico"",""postalcode"":""77500""}",,TUI_MUSEMENT,,"Ocean-view property with a swim-up bar, near Forum Beach<br>Catch some rays at the beach or spend the day relaxing at Riu Cancun - All Inclusive's full-service spa. Then enjoy a meal at one of the property's 6 restaurants. <br>Housekeeping is available on request. <br>Riu Cancun - All Inclusive offers 569 accommodations with minibars and safes. Rooms open to balconies. 32-inch flat-screen televisions come with satellite channels. <p>Bathrooms include showers, complimentary toiletries, and hair dryers. Guests can surf the web using the complimentary wireless Internet access. Additionally, rooms include complimentary bottled water and irons/ironing boards. Housekeeping is offered daily and change of towels can be requested. Housekeeping is provided on request.  </p><br>4 outdoor swimming pools are on site along with a spa tub. Other recreational amenities include a health club.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1090000/1087300/1087292/2e22a5e1.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1090000/1087300/1087292/2e22a5e1.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1090000/1087300/1087292/2e22a5e1.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1087294,Riu Palace Las Americas - Adults Only- All Inclusive,lodging,RIU Resorts,,"Near Ocean,Near Rainforest,Spa,Swimming,Coffee,Tea/Coffee,Room Service,Air Conditioning,All Inclusive,Golf,On-Site Cafe,Free Breakfast,Dry Cleaning Service,Outdoor Pool,English,German,On-Site Salon,Local Art,Grill,Minibar,Riu Resorts,Spanish,Sailing,Multilingual Staff,Grocery/Convenience Store,Bike Rentals Nearby,All Inclusive Resort,Eco Friendly Toiletries,Vegetarian Options,Designated Smoking Areas,Pool/Beach Furniture,Spa/Massage,Sauna,Balcony/Patio,Kayaking Nearby,Shopping,Blackout Curtains,Riu Hotels,Scuba Diving Nearby,Eco Friendly,Elevator,Free Bottled Water,Hair Dryer,On-Site Restaurant,Iron And Ironing Board,Meeting Rooms,24-Hour Front Desk,Tour And Ticket Assistance,Vegan Options,Housekeeping,Concierge,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Free Parking,Business Center,Limo Service,Humane,Wheelchair-Accessible Parking,Garden,Luggage Storage,Wheelchair-Accessible Spa,Local Tours And Activities,Snorkeling Nearby,Wedding Services,Fitness Center,On-Site Atm,4 Star Hotel,Beach,Gift Shop,Volleyball",,9,3786,21.138297,-86.750411,"Blvd. Kukulcan, Km 8.5,Cancun,QROO,Mexico","{""street1"":""Blvd. Kukulcan, Km 8.5"",""city"":""Cancun"",""state"":""QROO"",""country"":""Mexico"",""postalcode"":""77500""}",,TUI_MUSEMENT,,"Adults-only beachfront property<br>Catch some rays at the beach or spend the day relaxing at Riu Palace Las Americas - Adults Only- All Inclusive's full-service spa. Then enjoy a meal at one of the property's 7 restaurants. <br>Housekeeping is available on request. <br>Riu Palace Las Americas - Adults Only- All Inclusive offers 372 air-conditioned accommodations with minibars and safes. Rooms open to balconies. Accommodations offer separate sitting areas. Flat-screen televisions come with satellite channels. <p>Rooms have partially open bathrooms. Bathrooms include shower/tub combinations, bathrobes, slippers, and complimentary toiletries. This Cancun property provides complimentary wireless Internet access. Additionally, rooms include complimentary bottled water and coffee/tea makers. A nightly turndown service is provided and housekeeping is offered daily. Amenities available on request include change of towels. Housekeeping is provided on request.  </p><br>3 outdoor swimming pools are on site along with a health club and a sauna.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1090000/1087300/1087294/772ca01f.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1090000/1087300/1087294/772ca01f.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1090000/1087300/1087294/772ca01f.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1089089,Hotel Riu Costa del Sol,lodging,RIU Resorts,,"Near Ocean,Near Mountain,Swimming,Water Park,Spa,Children'S Pool,Outdoor Pools,Air Conditioning,Dry Cleaning Service,Heating,Free Breakfast,Outdoor Pool,English,German,Cash Transaction Limit,Windsurfing Nearby,Riu Resorts,Spanish,Free Water Park Access,Cribs,Terrace,No On-Site Parking,Wheelchair-Accessible Pool,Multilingual Staff,Electric Vehicle Charging,Babysitting Services,Bike Rentals Nearby,Eco Friendly Toiletries,Indoor Pool,Vegetarian Options,Shower,Pool/Beach Furniture,Spa/Massage,Sauna,Balcony/Patio,Hotel,Riu Hotels,Bike Rentals,Eco Friendly,Elevator,Hair Dryer,On-Site Restaurant,Safe At Front Desk,Smoke Free,24-Hour Front Desk,Vegan Options,Beach Nearby,Housekeeping,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Humane,Garden,Playground,Wheelchair-Accessible Spa,Local Tours And Activities,Fitness Center,4 Star Hotel,Volleyball",,8.6,964,36.63491,-4.486672,"Calle Obispo Juan Alonso, nº 2,Torremolinos,Malaga,Spain","{""street1"":""Calle Obispo Juan Alonso, nº 2"",""city"":""Torremolinos"",""state"":""Malaga"",""country"":""Spain"",""postalcode"":""29620""}",,TUI_MUSEMENT,246.17,"Upscale all-inclusive hotel near La Carihuela<br>3 restaurants, 3 outdoor pools, and a full-service spa are available at this smoke-free hotel. Free buffet breakfast and free WiFi in public areas are also provided. Additionally, free water park access, an indoor pool, and 5 bars/lounges are onsite. <br>Housekeeping is available on request. <br>Hotel Riu Costa del Sol offers 621 air-conditioned accommodations with safes and hair dryers. Rooms open to balconies. Flat-screen televisions come with cable channels. <p>Bathrooms include showers. Guests can surf the web using the complimentary wireless Internet access. Housekeeping is offered daily and change of towels can be requested. Housekeeping is provided on request.  </p><br>3 outdoor swimming pools are on site along with an indoor pool. In addition to a children's pool, other recreational amenities include a complimentary water park, a steam room, and a fitness center.  <p>Guests under 16 years old are not allowed in the fitness facility. </p><p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1090000/1089100/1089089/eab3bd8a.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1090000/1089100/1089089/eab3bd8a.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1090000/1089100/1089089/eab3bd8a.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1096993,Hotel Riu Monica - Adults Only,lodging,RIU Resorts,,"Near Ocean,Near Mountain,Air Conditioning,Dry Cleaning Service,Heating,Free Breakfast,4 Star Hotel,Outdoor Pool,English,German,Local Art,Cash Transaction Limit,Minibar,Riu Resorts,Spanish,Terrace,No On-Site Parking,Wheelchair-Accessible Pool,Multilingual Staff,Electric Vehicle Charging,Bike Rentals Nearby,Eco Friendly Toiletries,Indoor Pool,Vegetarian Options,Shower,Pool/Beach Furniture,Spa/Massage,Private Bathroom,Balcony/Patio,Hotel,Riu Hotels,Bike Rentals,Eco Friendly,Elevator,Hair Dryer,On-Site Restaurant,Smoke Free,French,24-Hour Front Desk,Vegan Options,Beach Nearby,Housekeeping,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Humane,Garden,Wheelchair-Accessible Spa,Local Tours And Activities,Fitness Center,Adults Only,On-Site Bar",,9.2,479,36.742935,-3.883273,"Playa de Torrecilla, S\/N,Nerja,Malaga,Spain","{""street1"":""Playa de Torrecilla, S\/N"",""city"":""Nerja"",""state"":""Malaga"",""country"":""Spain"",""postalcode"":""29780""}",,TUI_MUSEMENT,233.69,"Adults-only beach hotel<br>At Hotel Riu Monica - Adults Only, spend the day playing on the nearby beach then return to dine at one of the hotel's 2 restaurants. <br>Housekeeping is available on request. <br>Hotel Riu Monica - Adults Only offers 234 air-conditioned accommodations with minibars and hair dryers. Rooms open to balconies. Flat-screen televisions come with satellite channels. <p>Bathrooms include showers. Guests can surf the web using the complimentary wireless Internet access. Housekeeping is offered daily and change of towels can be requested. Housekeeping is provided on request.  </p><br>An indoor pool and an outdoor pool are on site. Other recreational amenities include a fitness center.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1100000/1097000/1096993/292c0cd3.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1100000/1097000/1096993/292c0cd3.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1100000/1097000/1096993/292c0cd3.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1103806,RIU Negril - All Inclusive,lodging,RIU Resorts,,"Near Ocean,Near Mountain,Near Rainforest,Spa,Swimming,Children'S Pool,Air Conditioning,All Inclusive,Dry Cleaning Service,Free Breakfast,No Elevators,Outdoor Pool,English,On-Site Salon,Grill,Minibar,Windsurfing Nearby,Parasailing Nearby,Riu Resorts,Spanish,Multilingual Staff,Grocery/Convenience Store,Babysitting Services,Sailing Nearby,Watersports Nearby,All Inclusive Resort,Eco Friendly Toiletries,Vegetarian Options,Designated Smoking Areas,Pool/Beach Furniture,Spa/Massage,Sauna,No Service Animals Allowed,Private Bathroom,Tennis,Kayaking Nearby,Shopping,Balcony/Patio,Private Beach,Blackout Curtains,Riu Hotels,Nightclub,Scuba Diving Nearby,3.5 Star Hotel,Free Bottled Water,Hair Dryer,On-Site Restaurant,Iron And Ironing Board,24-Hour Front Desk,Tour And Ticket Assistance,Vegan Options,Housekeeping,Concierge,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Free Parking,Business Center,Limo Service,Humane,Wheelchair-Accessible Parking,Garden,Luggage Storage,Playground,Wheelchair-Accessible Spa,Snorkeling Nearby,Wedding Services,Fitness Center,On-Site Atm,Childcare,Gift Shop,Volleyball",,7.8,1024,18.355846,-78.336235,"Norman Manley Blvd,Negril,Westmoreland,Jamaica","{""street1"":""Norman Manley Blvd"",""city"":""Negril"",""state"":""Westmoreland"",""country"":""Jamaica"",""postalcode"":""""}",,TUI_MUSEMENT,,"Comfortable property with pools and private beach<br>Catch some rays on RIU Negril - All Inclusive's private white sand beach or spend the day relaxing at the full-service spa. Then enjoy a meal at one of the property's 5 restaurants. <br>Housekeeping is available on request. <br>RIU Negril - All Inclusive offers 420 accommodations with minibars and safes. Rooms open to balconies. Satellite television is provided. <p>Bathrooms include shower/tub combinations, complimentary toiletries, and hair dryers. This Negril property provides complimentary wireless Internet access. Additionally, rooms include complimentary bottled water and irons/ironing boards. Housekeeping is offered daily and change of towels can be requested. Housekeeping is provided on request.  </p><br>A private beach and a health club are featured at the property. 3 outdoor swimming pools are on site along with a children's pool. Other recreational amenities include a spa tub, a sauna, and a fitness center.  <p>Guests under 18 years old are not allowed in the swimming pool, fitness facility, or spa tub. </p><p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1110000/1103900/1103806/834d20d9.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1110000/1103900/1103806/834d20d9.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1110000/1103900/1103806/834d20d9.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1143264,Riu Palace Cabo San Lucas - All Inclusive,lodging,RIU Resorts,,"Near Ocean,Near Mountain,Near Desert,Room Service,Dry Cleaning Service,Multilingual Staff,Horseback Riding Nearby,Designated Smoking Areas,Tennis,Children'S Pool,Golf Nearby,Conference Center,Playground,Wedding Services,4 Star Hotel,Air Conditioning,Basketball,Wheelchair-Accessible Pool,Grocery/Convenience Store,Shower,No Service Animals Allowed,Blackout Curtains,Scuba Diving Nearby,Elevator,Free Bottled Water,Hair Dryer,Free Wifi,Humane,Garden,Fitness Center,On-Site Atm,Childcare,Tea/Coffee,On-Site Salon,Local Art,Minibar,Parasailing Nearby,Terrace,Babysitting Services,All Inclusive Resort,Vegetarian Options,Pool/Beach Furniture,Hot Springs,Riu Hotels,Limited On-Site Parking,Eco Friendly,24-Hour Front Desk,Vegan Options,Snorkeling Nearby,Beach,Volleyball,All Inclusive,Free Breakfast,Outdoor Pool,English,Whale Watching Nearby,Riu Resorts,Luxury Toiletries,Spanish,Sailing Nearby,Watersports Nearby,Laundry Facilities,Spa/Massage,Sauna,Balcony/Patio,Shopping,On-Site Restaurant,Safe At Front Desk,Iron And Ironing Board,Tour And Ticket Assistance,Housekeeping,Wheelchair-Accessible Restaurant,Free Parking,Business Center,Limo Service,Wheelchair-Accessible Parking,Luggage Storage,Wheelchair-Accessible Spa,Local Tours And Activities,Gift Shop,Spa,Swimming,Coffee",,8.6,4045,22.900595,-109.89093,"Camino Viejo a San Jose del Cabo Km 4.5,Cabo San Lucas,Baja California Sur,Mexico","{""street1"":""Camino Viejo a San Jose del Cabo Km 4.5"",""city"":""Cabo San Lucas"",""state"":""Baja California Sur"",""country"":""Mexico"",""postalcode"":""23410""}",,TUI_MUSEMENT,351.01,"Stylish property on the shore with 6 outdoor swimming pools<br>Catch some rays at the beach or spend the day relaxing at Riu Palace Cabo San Lucas - All Inclusive's full-service spa. Then enjoy a meal at one of the property's 5 restaurants. <br>Housekeeping is available on request. <br>Riu Palace Cabo San Lucas - All Inclusive offers 692 accommodations with minibars and laptop-compatible safes. Rooms open to balconies or patios. Accommodations offer separate sitting areas. Flat-screen televisions come with satellite channels. <p>Rooms have partially open bathrooms. Bathrooms include showers, designer toiletries, complimentary toiletries, and hair dryers. This Cabo San Lucas property provides complimentary wireless Internet access. Additionally, rooms include complimentary bottled water and coffee/tea makers. Housekeeping is offered daily and change of towels can be requested. Housekeeping is provided on request.  </p><br>2 outdoor tennis courts and a health club are featured at the property. 6 outdoor swimming pools are on site along with a children's pool. Other recreational amenities include a steam room and a fitness center.  <p>Guests under 18 years old are not allowed in the health club, fitness facility, or spa tub. </p><p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1150000/1143300/1143264/4b002683.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1150000/1143300/1143264/4b002683.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1150000/1143300/1143264/4b002683.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1150299,Costa Mar Recife Hotel by Atlantica,lodging,Atlantica Hotels (Brazil),,"Near Ocean,Near Rainforest,Air Conditioning,Room Service,Dry Cleaning Service,Outdoor Pool,English,Soundproof Rooms,Minibar,3 Star Hotel,Spanish,Atlantica Hotels (Brazil),Cribs,Multilingual Staff,Connected Rooms,Poolside Bar,Laundry Facilities,Shower,Pool/Beach Furniture,Private Bathroom,Portuguese,Hotel,Blackout Curtains,Elevator,Hair Dryer,On-Site Restaurant,Safe At Front Desk,Smoke Free,Meeting Rooms,24-Hour Front Desk,Tour And Ticket Assistance,Beach Nearby,Housekeeping,Free Wifi,Business Center,Garden,Luggage Storage,Playground,Fitness Center,Gift Shop",,7.4,367,-8.174096,-34.91659,"Av. Bernardo Vieira de Melo, 1701,Jaboatao dos Guararapes,Pernambuco,Brazil","{""street1"":""Av. Bernardo Vieira de Melo, 1701"",""city"":""Jaboatao dos Guararapes"",""state"":""Pernambuco"",""country"":""Brazil"",""postalcode"":""54410010""}",,TUI_MUSEMENT,58.94,Comfortable hotel near the beach<br>Guests of this beach hotel will appreciate convenient onsite amenities such as a fitness center or a playground. <br>Costa Mar Recife Hotel by Atlantica offers 150 air-conditioned accommodations with minibars and safes. Rooms open to lanais. LCD televisions come with cable channels. <p>Bathrooms include showers and hair dryers. Guests can surf the web using the complimentary wireless Internet access. Housekeeping is provided daily.  </p><br>Recreational amenities at the hotel include an outdoor pool and a fitness center.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>,https://images.trvl-media.com/lodging/2000000/1160000/1150300/1150299/7ef9c41a.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1160000/1150300/1150299/7ef9c41a.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1160000/1150300/1150299/7ef9c41a.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1178114,Riu Tikida Garden - Adults Only - All Inclusive,lodging,RIU Resorts,,"Near Mountain,Near Desert,Spa,Swimming,Outdoor Pools,Air Conditioning,All Inclusive,Dry Cleaning Service,Heating,Free Breakfast,4 Star Hotel,Outdoor Pool,English,German,On-Site Salon,Riu Resorts,Terrace,Wheelchair-Accessible Pool,Multilingual Staff,Laundry Facilities,All Inclusive Resort,Vegetarian Options,Indoor Pool,Shower,Pool/Beach Furniture,Spa/Massage,No Service Animals Allowed,Sauna,Private Bathroom,Tennis,Arabic,Riu Hotels,Proof Of Marriage May Be Required,Elevator,Hair Dryer,On-Site Restaurant,Safe At Front Desk,French,24-Hour Front Desk,Smoke Free,Vegan Options,Kettle,Bidet,Housekeeping,Hammam,Free Wifi,Wheelchair-Accessible Restaurant,Golf Nearby,Free Parking,Humane,Garden,Wheelchair-Accessible Parking,Wheelchair-Accessible Spa,Local Tours And Activities,Fitness Center,On-Site Atm,Adults Only,Gift Shop,Volleyball,On-Site Bar",,8.4,696,31.649801,-7.978971,"Circuit de la Palmeraie,Marrakech,Marrakech,Morocco","{""street1"":""Circuit de la Palmeraie"",""city"":""Marrakech"",""state"":""Marrakech"",""country"":""Morocco"",""postalcode"":""40007""}",,TUI_MUSEMENT,,"Upscale adults-only property near Majorelle Gardens<br>This smoke-free property features 3 restaurants, 4 outdoor pools, and a full-service spa. Free buffet breakfast, free WiFi in public areas, and free self parking are also provided. Additionally, an indoor pool, 2 bars/lounges, and a fitness center are onsite. <br>Housekeeping is available on request. <br>Riu Tikida Garden - Adults Only - All Inclusive offers 259 air-conditioned accommodations with safes and bathrobes. Flat-screen televisions come with satellite channels. <p>Bathrooms include showers, bidets, and hair dryers. This Marrakech property provides complimentary wireless Internet access. Housekeeping is offered daily and change of towels can be requested. Housekeeping is provided on request.  </p><br>4 outdoor swimming pools are on site along with an indoor pool. Other recreational amenities include outdoor tennis courts and a fitness center.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1180000/1178200/1178114/4da4637a.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1180000/1178200/1178114/4da4637a.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1180000/1178200/1178114/4da4637a.jpg?impolicy=ccrop&w=1000&h=666&q=medium
1193956,Grupotel Orient,lodging,Grupotel,,"Near Ocean,Near Mountain,Spa,Children'S Pool,Air Conditioning,On-Site Cafe,Dry Cleaning Service,Ukrainian,Outdoor Pool,English,German,Cash Transaction Limit,Minibar,Library,Spanish,Romanian,Cribs,Terrace,No On-Site Parking,Wheelchair-Accessible Pool,Multilingual Staff,Theme Parks Nearby,Bulgarian,Laundry Facilities,Indoor Pool,Shower,Pool/Beach Furniture,Spa/Massage,Sauna,Private Bathroom,Tennis,Balcony/Patio,Fitness Center Nearby,Hotel,Grupotel,Dutch,Bike Rentals,Elevator,Russian,Area Shuttle,Hair Dryer,On-Site Restaurant,Safe At Front Desk,French,Meeting Rooms,24-Hour Front Desk,Game Room,Tour And Ticket Assistance,Smoke Free,Hammam,Beach Nearby,Desk,Housekeeping,Wheelchair-Accessible Restaurant,Concierge,Free Wifi,Business Center,Garden,Luggage Storage,Mountain Biking Nearby,Wheelchair-Accessible Spa,Italian,Mini Golf,Billiards Or Pool Table,Fitness Center,4 Star Hotel,On-Site Bar",,8.4,246,39.514585,2.752938,"Carrer de la Duna, 3,Palma de Mallorca,Mallorca,Spain","{""street1"":""Carrer de la Duna, 3"",""city"":""Palma de Mallorca"",""state"":""Mallorca"",""country"":""Spain"",""postalcode"":""7600""}",,TUI_MUSEMENT,163,"Upscale spa hotel near El Arenal Beach<br>A full-service spa, an indoor pool, and an outdoor pool are available at this smoke-free hotel. WiFi in public areas is free. Other amenities include a restaurant, a fitness center, and a bar/lounge. <br>Grupotel Orient offers 272 air-conditioned accommodations with minibars and safes. Rooms open to balconies or patios. 40-inch flat-screen televisions come with satellite channels. Bathrooms include showers and hair dryers. <p>This Palma de Mallorca hotel provides complimentary wireless Internet access. Business-friendly amenities include desks and phones. Housekeeping is provided daily.  </p><br>An indoor pool, an outdoor pool, a children's pool, and a spa tub are on site. Other recreational amenities include outdoor tennis courts, a sauna, and a fitness center.  <p>The recreational activities listed below are available either on site or nearby; fees may apply. </p>",https://images.trvl-media.com/lodging/2000000/1200000/1194000/1193956/a2f11c68.jpg?impolicy=resizecrop&ra=fit&rw=70&rh=70,https://images.trvl-media.com/lodging/2000000/1200000/1194000/1193956/a2f11c68.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://images.trvl-media.com/lodging/2000000/1200000/1194000/1193956/a2f11c68.jpg?impolicy=ccrop&w=1000&h=666&q=medium
